ticker	path	path_candle	path_stra	Net Profit	Net Profit_per	Total Closed Trades	Percent Profitable	Profit Factor	Max Drawdown	Max Drawdown_per	Avg Trade	Avg Trade_per	Avg # Bars in Trades
AGIO	d_price/pine_tree\AGIO_d5_q0.178_id2032_pine.java	d_price/TRAVIEW_stra/AGIO_candles.png	d_price/TRAVIEW_stra/AGIO_stra.png	119.85 USD	0.01%	60	76.67%	5.392	29.43 USD	0%	2.00 USD	4.11%	5
AGO	d_price/pine_tree\AGO_d5_q0.188_id350_pine.java	d_price/TRAVIEW_stra/AGO_candles.png	d_price/TRAVIEW_stra/AGO_stra.png	193.30 USD	0.02%	142	73.94%	8.264	9.38 USD	0%	1.36 USD	4.52%	15
AGR	d_price/pine_tree\AGR_d5_q0.232_id1139_pine.java	d_price/TRAVIEW_stra/AGR_candles.png	d_price/TRAVIEW_stra/AGR_stra.png	49.91 USD	0%	51	84.31%	10.312	4.94 USD	0%	0.98 USD	2.4%	5
AGRO	d_price/pine_tree\AGRO_d5_q0.182_id834_pine.java	d_price/TRAVIEW_stra/AGRO_candles.png	d_price/TRAVIEW_stra/AGRO_stra.png	37.93 USD	0%	102	84.31%	12.255	2.56 USD	0%	0.37 USD	4.26%	5
AGS	d_price/pine_tree\AGS_d5_q0.24_id1264_pine.java	d_price/TRAVIEW_stra/AGS_candles.png	d_price/TRAVIEW_stra/AGS_stra.png	53.58 USD	0.01%	109	80.73%	5.392	5.01 USD	0%	0.49 USD	7.22%	7
AGYS	d_price/pine_tree\AGYS_d5_q0.212_id338_pine.java	d_price/TRAVIEW_stra/AGYS_candles.png	d_price/TRAVIEW_stra/AGYS_stra.png	274.54 USD	0.03%	834	55.52%	2.568	46.52 USD	0%	0.33 USD	1.28%	12
AHH	d_price/pine_tree\AHH_d5_q0.198_id790_pine.java	d_price/TRAVIEW_stra/AHH_candles.png	d_price/TRAVIEW_stra/AHH_stra.png	10.05 USD	0%	76	44.74%	1.998	9.05 USD	0%	0.13 USD	1.31%	11
AHT	d_price/pine_tree\AHT_d5_q0.123_id2084_pine.java	d_price/TRAVIEW_stra/AHT_candles.png	d_price/TRAVIEW_stra/AHT_stra.png	561.17 USD	0.06%	128	49.22%	1.836	250.25 USD	0.03%	4.38 USD	2.79%	3
AIF	d_price/pine_tree\AIF_d5_q0.294_id258_pine.java	d_price/TRAVIEW_stra/AIF_candles.png	d_price/TRAVIEW_stra/AIF_stra.png	10.99 USD	0%	24	70.83%	35.344	1.03 USD	0%	0.46 USD	4.56%	8
AIG	d_price/pine_tree\AIG_d5_q0.206_id679_pine.java	d_price/TRAVIEW_stra/AIG_candles.png	d_price/TRAVIEW_stra/AIG_stra.png	105.84 USD	0.01%	73	60.27%	1.207	220.00 USD	0.02%	1.45 USD	1.77%	4
AIQUY	d_price/pine_tree\AIQUY_d5_q0.253_id2123_pine.java	d_price/TRAVIEW_stra/AIQUY_candles.png	d_price/TRAVIEW_stra/AIQUY_stra.png	98.19 USD	0.01%	220	68.18%	4.426	7.63 USD	0%	0.45 USD	2.1%	11
AIR	d_price/pine_tree\AIR_d5_q0.154_id2212_pine.java	d_price/TRAVIEW_stra/AIR_candles.png	d_price/TRAVIEW_stra/AIR_stra.png	109.88 EUR	0.01%	245	55.51%	1.718	73.70 EUR	0.01%	0.45 EUR	0.88%	8
AIV	d_price/pine_tree\AIV_d5_q0.203_id1682_pine.java	d_price/TRAVIEW_stra/AIV_candles.png	d_price/TRAVIEW_stra/AIV_stra.png	5.67 USD	0%	252	51.59%	2.136	2.48 USD	0%	0.02 USD	0.48%	10
AIZ	d_price/pine_tree\AIZ_d5_q0.212_id1126_pine.java	d_price/TRAVIEW_stra/AIZ_candles.png	d_price/TRAVIEW_stra/AIZ_stra.png	136.95 USD	0.01%	60	73.33%	5.097	26.62 USD	0%	2.28 USD	1.84%	6
AJG	d_price/pine_tree\AJG_d5_q0.247_id266_pine.java	d_price/TRAVIEW_stra/AJG_candles.png	d_price/TRAVIEW_stra/AJG_stra.png	134.29 USD	0.01%	103	62.14%	4.284	16.43 USD	0%	1.30 USD	2.73%	27
AKAM	d_price/pine_tree\AKAM_d5_q0.194_id844_pine.java	d_price/TRAVIEW_stra/AKAM_candles.png	d_price/TRAVIEW_stra/AKAM_stra.png	84.85 USD	0.01%	50	48%	3.098	20.43 USD	0%	1.70 USD	1.98%	9
AKBA	d_price/pine_tree\AKBA_d5_q0.163_id2143_pine.java	d_price/TRAVIEW_stra/AKBA_candles.png	d_price/TRAVIEW_stra/AKBA_stra.png	−4.99 USD	0%	84	54.76%	0.752	16.36 USD	0%	−0.06 USD	3.38%	3
AKR	d_price/pine_tree\AKR_d5_q0.188_id1234_pine.java	d_price/TRAVIEW_stra/AKR_candles.png	d_price/TRAVIEW_stra/AKR_stra.png	12.37 USD	0%	154	49.35%	1.428	15.52 USD	0%	0.08 USD	0.25%	6
AL	d_price/pine_tree\AL_d5_q0.166_id1148_pine.java	d_price/TRAVIEW_stra/AL_candles.png	d_price/TRAVIEW_stra/AL_stra.png	10.95 USD	0%	47	70.21%	1.319	17.58 USD	0%	0.23 USD	0.56%	14
ALB	d_price/pine_tree\ALB_d5_q0.161_id446_pine.java	d_price/TRAVIEW_stra/ALB_candles.png	d_price/TRAVIEW_stra/ALB_stra.png	56.10 USD	0.01%	95	53.68%	2.064	15.28 USD	0%	0.59 USD	0.62%	6
ALDX	d_price/pine_tree\ALDX_d5_q0.143_id1141_pine.java	d_price/TRAVIEW_stra/ALDX_candles.png	d_price/TRAVIEW_stra/ALDX_stra.png	19.14 USD	0%	74	63.51%	1.996	15.03 USD	0%	0.26 USD	5.08%	6
ALEX	d_price/pine_tree\ALEX_d5_q0.196_id1603_pine.java	d_price/TRAVIEW_stra/ALEX_candles.png	d_price/TRAVIEW_stra/ALEX_stra.png	1.89 USD	0%	28	53.57%	1.361	3.46 USD	0%	0.07 USD	0.5%	7
ALG	d_price/pine_tree\ALG_d5_q0.175_id725_pine.java	d_price/TRAVIEW_stra/ALG_candles.png	d_price/TRAVIEW_stra/ALG_stra.png	86.88 USD	0.01%	55	65.45%	3.641	17.82 USD	0%	1.58 USD	1.61%	18
ALGN	d_price/pine_tree\ALGN_d5_q0.171_id263_pine.java	d_price/TRAVIEW_stra/ALGN_candles.png	d_price/TRAVIEW_stra/ALGN_stra.png	1 478.15 USD	0.15%	252	63.1%	7.833	83.23 USD	0.01%	5.87 USD	4.16%	11
ALK	d_price/pine_tree\ALK_d5_q0.183_id2215_pine.java	d_price/TRAVIEW_stra/ALK_candles.png	d_price/TRAVIEW_stra/ALK_stra.png	138.54 USD	0.01%	261	50.57%	5.058	10.05 USD	0%	0.53 USD	2.25%	10
ALKS	d_price/pine_tree\ALKS_d5_q0.2_id1594_pine.java	d_price/TRAVIEW_stra/ALKS_candles.png	d_price/TRAVIEW_stra/ALKS_stra.png	8.90 USD	0%	56	60.71%	1.349	12.50 USD	0%	0.16 USD	3.07%	11
ALL	d_price/pine_tree\ALL_d5_q0.22_id1204_pine.java	d_price/TRAVIEW_stra/ALL_candles.png	d_price/TRAVIEW_stra/ALL_stra.png	206.92 USD	0.02%	169	66.86%	5.849	27.64 USD	0%	1.22 USD	2.03%	8
ALLE	d_price/pine_tree\ALLE_d5_q0.219_id1296_pine.java	d_price/TRAVIEW_stra/ALLE_candles.png	d_price/TRAVIEW_stra/ALLE_stra.png	34.14 USD	0%	39	48.72%	1.445	41.50 USD	0%	0.88 USD	1.28%	44
ALLK	d_price/pine_tree\ALLK_d5_q0.23_id246_pine.java	d_price/TRAVIEW_stra/ALLK_candles.png	d_price/TRAVIEW_stra/ALLK_stra.png	192.06 USD	0.02%	32	78.13%	21.174	9.82 USD	0%	6.00 USD	7.56%	4
ALLO	d_price/pine_tree\ALLO_d5_q0.235_id1587_pine.java	d_price/TRAVIEW_stra/ALLO_candles.png	d_price/TRAVIEW_stra/ALLO_stra.png	39.80 USD	0%	23	82.61%	62.231	2.11 USD	0%	1.73 USD	9.2%	6
ALLT	d_price/pine_tree\ALLT_d5_q0.197_id1668_pine.java	d_price/TRAVIEW_stra/ALLT_candles.png	d_price/TRAVIEW_stra/ALLT_stra.png	24.70 USD	0%	250	54.4%	1.861	12.32 USD	0%	0.10 USD	1.43%	4
ALLY	d_price/pine_tree\ALLY_d5_q0.203_id1306_pine.java	d_price/TRAVIEW_stra/ALLY_candles.png	d_price/TRAVIEW_stra/ALLY_stra.png	36.86 USD	0%	36	66.67%	6.327	9.35 USD	0%	1.02 USD	4.09%	7
ALNY	d_price/pine_tree\ALNY_d5_q0.201_id2249_pine.java	d_price/TRAVIEW_stra/ALNY_candles.png	d_price/TRAVIEW_stra/ALNY_stra.png	149.93 USD	0.01%	62	64.52%	7.631	23.33 USD	0%	2.42 USD	1.16%	4
ALPMY	d_price/pine_tree\ALPMY_d5_q0.193_id2200_pine.java	d_price/TRAVIEW_stra/ALPMY_candles.png	d_price/TRAVIEW_stra/ALPMY_stra.png	13.62 USD	0%	52	59.62%	3.112	2.86 USD	0%	0.26 USD	1.84%	9
ALPN	d_price/pine_tree\ALPN_d5_q0.171_id1720_pine.java	d_price/TRAVIEW_stra/ALPN_candles.png	d_price/TRAVIEW_stra/ALPN_stra.png	101.18 USD	0.01%	129	75.19%	9.037	6.48 USD	0%	0.78 USD	9.47%	7
ALRM	d_price/pine_tree\ALRM_d5_q0.185_id2147_pine.java	d_price/TRAVIEW_stra/ALRM_candles.png	d_price/TRAVIEW_stra/ALRM_stra.png	95.04 USD	0.01%	65	72.31%	4.806	8.27 USD	0%	1.46 USD	2.98%	6
ALSMY	d_price/pine_tree\ALSMY_d5_q0.212_id1246_pine.java	d_price/TRAVIEW_stra/ALSMY_candles.png	d_price/TRAVIEW_stra/ALSMY_stra.png	95.04 USD	0.01%	65	72.31%	4.806	8.27 USD	0%	1.46 USD	2.98%	6
ALSN	d_price/pine_tree\ALSN_d5_q0.165_id1335_pine.java	d_price/TRAVIEW_stra/ALSN_candles.png	d_price/TRAVIEW_stra/ALSN_stra.png	9.52 USD	0%	18	61.11%	4.022	3.56 USD	0%	0.53 USD	1.33%	6
ALT	d_price/pine_tree\ALT_d5_q0.178_id1633_pine.java	d_price/TRAVIEW_stra/ALT_candles.png	d_price/TRAVIEW_stra/ALT_stra.png	−1 703.91 USD	−0.17%	257	39.69%	0.678	2 993.29 USD	0.3%	−6.63 USD	7.05%	5
ALTO	d_price/pine_tree\ALTO_d5_q0.203_id263_pine.java	d_price/TRAVIEW_stra/ALTO_candles.png	d_price/TRAVIEW_stra/ALTO_stra.png	650.28 USD	0.07%	172	51.16%	1.233	1 418.49 USD	0.14%	3.78 USD	3.35%	4
ALTR	d_price/pine_tree\ALTR_d5_q0.262_id863_pine.java	d_price/TRAVIEW_stra/ALTR_candles.png	d_price/TRAVIEW_stra/ALTR_stra.png	151.62 USD	0.02%	96	78.13%	9.254	12.31 USD	0%	1.58 USD	3.22%	5
ALV	d_price/pine_tree\ALV_d5_q0.198_id1727_pine.java	d_price/TRAVIEW_stra/ALV_candles.png	d_price/TRAVIEW_stra/ALV_stra.png	30.95 USD	0%	105	56.19%	1.301	69.36 USD	0.01%	0.29 USD	−0.18%	19
AM	d_price/pine_tree\AM_d5_q0.208_id1291_pine.java	d_price/TRAVIEW_stra/AM_candles.png	d_price/TRAVIEW_stra/AM_stra.png	15.86 USD	0%	26	73.08%	9.86	1.79 USD	0%	0.61 USD	10.29%	4
AMAT	d_price/pine_tree\AMAT_d5_q0.174_id1180_pine.java	d_price/TRAVIEW_stra/AMAT_candles.png	d_price/TRAVIEW_stra/AMAT_stra.png	273.90 USD	0.03%	611	55.65%	3.054	25.78 USD	0%	0.45 USD	0.68%	11
AMBA	d_price/pine_tree\AMBA_d5_q0.158_id2206_pine.java	d_price/TRAVIEW_stra/AMBA_candles.png	d_price/TRAVIEW_stra/AMBA_stra.png	137.73 USD	0.01%	57	71.93%	4.103	43.88 USD	0%	2.42 USD	2.54%	7
AMBC	d_price/pine_tree\AMBC_d5_q0.219_id1192_pine.java	d_price/TRAVIEW_stra/AMBC_candles.png	d_price/TRAVIEW_stra/AMBC_stra.png	45.37 USD	0%	104	69.23%	1.625	42.21 USD	0%	0.44 USD	4.29%	4
AMC	d_price/pine_tree\AMC_d5_q0.214_id1666_pine.java	d_price/TRAVIEW_stra/AMC_candles.png	d_price/TRAVIEW_stra/AMC_stra.png	60.72 USD	0.01%	20	65%	3.6	24.05 USD	0%	3.04 USD	2.8%	4
AMCX	d_price/pine_tree\AMCX_d5_q0.136_id821_pine.java	d_price/TRAVIEW_stra/AMCX_candles.png	d_price/TRAVIEW_stra/AMCX_stra.png	63.17 USD	0.01%	86	65.12%	3.319	10.71 USD	0%	0.73 USD	1.96%	4
AMD	d_price/pine_tree\AMD_d5_q0.194_id1288_pine.java	d_price/TRAVIEW_stra/AMD_candles.png	d_price/TRAVIEW_stra/AMD_stra.png	414.01 USD	0.04%	552	58.51%	2.108	114.37 USD	0.01%	0.75 USD	2.77%	29
AME	d_price/pine_tree\AME_d5_q0.224_id370_pine.java	d_price/TRAVIEW_stra/AME_candles.png	d_price/TRAVIEW_stra/AME_stra.png	225.20 USD	0.02%	606	49.5%	3.531	33.61 USD	0%	0.37 USD	0.45%	8
AMED	d_price/pine_tree\AMED_d5_q0.207_id270_pine.java	d_price/TRAVIEW_stra/AMED_candles.png	d_price/TRAVIEW_stra/AMED_stra.png	434.36 USD	0.04%	355	51.83%	2.48	107.92 USD	0.01%	1.22 USD	2.87%	10
AMG	d_price/pine_tree\AMG_d5_q0.187_id1126_pine.java	d_price/TRAVIEW_stra/AMG_candles.png	d_price/TRAVIEW_stra/AMG_stra.png	62.27 USD	0.01%	89	60.67%	1.555	50.28 USD	0.01%	0.70 USD	1.2%	4
AMGN	d_price/pine_tree\AMGN_d5_q0.227_id774_pine.java	d_price/TRAVIEW_stra/AMGN_candles.png	d_price/TRAVIEW_stra/AMGN_stra.png	194.49 USD	0.02%	168	51.79%	4.691	16.87 USD	0%	1.16 USD	1.35%	4
AMKBY	d_price/pine_tree\AMKBY_d5_q0.127_id2132_pine.java	d_price/TRAVIEW_stra/AMKBY_candles.png	d_price/TRAVIEW_stra/AMKBY_stra.png	12.39 USD	0%	29	75.86%	9.486	0.86 USD	0%	0.43 USD	4%	5
AMKR	d_price/pine_tree\AMKR_d5_q0.162_id329_pine.java	d_price/TRAVIEW_stra/AMKR_candles.png	d_price/TRAVIEW_stra/AMKR_stra.png	9.53 USD	0%	197	55.84%	1.116	35.02 USD	0%	0.05 USD	1.11%	5
AMN	d_price/pine_tree\AMN_d5_q0.149_id1789_pine.java	d_price/TRAVIEW_stra/AMN_candles.png	d_price/TRAVIEW_stra/AMN_stra.png	58.12 USD	0.01%	84	61.9%	1.995	44.14 USD	0%	0.69 USD	−1.13%	19
AMPY	d_price/pine_tree\AMPY_d5_q0.189_id680_pine.java	d_price/TRAVIEW_stra/AMPY_candles.png	d_price/TRAVIEW_stra/AMPY_stra.png	−1.50 USD	0%	25	28%	0.776	4.31 USD	0%	−0.06 USD	1.64%	10
AMRC	d_price/pine_tree\AMRC_d5_q0.125_id814_pine.java	d_price/TRAVIEW_stra/AMRC_candles.png	d_price/TRAVIEW_stra/AMRC_stra.png	88.33 USD	0.01%	71	78.87%	5.639	39.57 USD	0%	1.24 USD	5.54%	6
AMRK	d_price/pine_tree\AMRK_d5_q0.171_id1306_pine.java	d_price/TRAVIEW_stra/AMRK_candles.png	d_price/TRAVIEW_stra/AMRK_stra.png	26.94 USD	0%	54	64.81%	4.517	2.96 USD	0%	0.50 USD	5.25%	11
AMRN	d_price/pine_tree\AMRN_d5_q0.154_id678_pine.java	d_price/TRAVIEW_stra/AMRN_candles.png	d_price/TRAVIEW_stra/AMRN_stra.png	−217.77 USD	−0.02%	186	46.24%	0.713	591.35 USD	0.06%	−1.17 USD	2.82%	5
AMRX	d_price/pine_tree\AMRX_d5_q0.213_id1727_pine.java	d_price/TRAVIEW_stra/AMRX_candles.png	d_price/TRAVIEW_stra/AMRX_stra.png	28.49 USD	0%	485	54.43%	1.199	34.21 USD	0%	0.06 USD	1.23%	5
AMSF	d_price/pine_tree\AMSF_d5_q0.208_id1777_pine.java	d_price/TRAVIEW_stra/AMSF_candles.png	d_price/TRAVIEW_stra/AMSF_stra.png	106.26 USD	0.01%	41	70.73%	11.552	11.83 USD	0%	2.59 USD	5.06%	16
AMSWA	d_price/pine_tree\AMSWA_d5_q0.22_id1679_pine.java	d_price/TRAVIEW_stra/AMSWA_candles.png	d_price/TRAVIEW_stra/AMSWA_stra.png	3.85 USD	0%	75	42.67%	1.385	5.99 USD	0%	0.05 USD	0.09%	6
AMT	d_price/pine_tree\AMT_d5_q0.231_id364_pine.java	d_price/TRAVIEW_stra/AMT_candles.png	d_price/TRAVIEW_stra/AMT_stra.png	363.01 USD	0.04%	119	68.07%	9.366	24.07 USD	0%	3.05 USD	4%	6
AMTX	d_price/pine_tree\AMTX_d5_q0.136_id1672_pine.java	d_price/TRAVIEW_stra/AMTX_candles.png	d_price/TRAVIEW_stra/AMTX_stra.png	10.52 USD	0%	63	68.25%	3.553	10.14 USD	0%	0.17 USD	8.12%	5
AMWD	d_price/pine_tree\AMWD_d5_q0.213_id1675_pine.java	d_price/TRAVIEW_stra/AMWD_candles.png	d_price/TRAVIEW_stra/AMWD_stra.png	73.58 USD	0.01%	145	50.34%	1.918	29.48 USD	0%	0.51 USD	0.48%	4
AMX	d_price/pine_tree\AMX_d5_q0.171_id1766_pine.java	d_price/TRAVIEW_stra/AMX_candles.png	d_price/TRAVIEW_stra/AMX_stra.png	102.94 USD	0.01%	152	67.76%	3.507	18.19 USD	0%	0.68 USD	4.28%	36
AMZN	d_price/pine_tree\AMZN_d5_q0.183_id778_pine.java	d_price/TRAVIEW_stra/AMZN_candles.png	d_price/TRAVIEW_stra/AMZN_stra.png	160.31 USD	0.02%	148	60.14%	6.926	14.60 USD	0%	1.08 USD	2.31%	4
AN	d_price/pine_tree\AN_d5_q0.156_id878_pine.java	d_price/TRAVIEW_stra/AN_candles.png	d_price/TRAVIEW_stra/AN_stra.png	209.26 USD	0.02%	112	57.14%	7.637	17.23 USD	0%	1.87 USD	−2.12%	15
ANAB	d_price/pine_tree\ANAB_d5_q0.214_id691_pine.java	d_price/TRAVIEW_stra/ANAB_candles.png	d_price/TRAVIEW_stra/ANAB_stra.png	215.41 USD	0.02%	80	81.25%	12.914	16.37 USD	0%	2.69 USD	7.73%	10
ANDE	d_price/pine_tree\ANDE_d5_q0.191_id1622_pine.java	d_price/TRAVIEW_stra/ANDE_candles.png	d_price/TRAVIEW_stra/ANDE_stra.png	37.31 USD	0%	70	70%	3.299	14.06 USD	0%	0.53 USD	2.13%	4
ANET	d_price/pine_tree\ANET_d5_q0.205_id2052_pine.java	d_price/TRAVIEW_stra/ANET_candles.png	d_price/TRAVIEW_stra/ANET_stra.png	175.81 USD	0.02%	54	70.37%	4.234	21.87 USD	0%	3.26 USD	5.7%	16
ANF	d_price/pine_tree\ANF_d5_q0.164_id745_pine.java	d_price/TRAVIEW_stra/ANF_candles.png	d_price/TRAVIEW_stra/ANF_stra.png	155.40 USD	0.02%	421	61.28%	1.359	134.10 USD	0.01%	0.37 USD	2.54%	8
ANGI	d_price/pine_tree\ANGI_d5_q0.177_id852_pine.java	d_price/TRAVIEW_stra/ANGI_candles.png	d_price/TRAVIEW_stra/ANGI_stra.png	23.88 USD	0%	60	65%	2.533	8.47 USD	0%	0.40 USD	3.34%	9
ANGO	d_price/pine_tree\ANGO_d5_q0.205_id877_pine.java	d_price/TRAVIEW_stra/ANGO_candles.png	d_price/TRAVIEW_stra/ANGO_stra.png	11.91 USD	0%	68	57.35%	2.098	7.85 USD	0%	0.18 USD	1.12%	4
ANIX	d_price/pine_tree\ANIX_d5_q0.168_id1624_pine.java	d_price/TRAVIEW_stra/ANIX_candles.png	d_price/TRAVIEW_stra/ANIX_stra.png	−42.86 USD	0%	299	46.82%	0.886	105.31 USD	0.01%	−0.14 USD	0.66%	3
ANSS	d_price/pine_tree\ANSS_d5_q0.226_id245_pine.java	d_price/TRAVIEW_stra/ANSS_candles.png	d_price/TRAVIEW_stra/ANSS_stra.png	1 320.15 USD	0.13%	478	68.62%	6.632	128.43 USD	0.01%	2.76 USD	1.96%	10
ANY	d_price/pine_tree\ANY_d5_q0.208_id1298_pine.java	d_price/TRAVIEW_stra/ANY_candles.png	d_price/TRAVIEW_stra/ANY_stra.png	1 305.33 USD	0.13%	50	64%	2.425	559.83 USD	0.06%	26.11 USD	5.53%	5
AOD	d_price/pine_tree\AOD_d5_q0.258_id343_pine.java	d_price/TRAVIEW_stra/AOD_candles.png	d_price/TRAVIEW_stra/AOD_stra.png	6.67 USD	0%	84	72.62%	1.364	25.34 USD	0%	0.08 USD	1.6%	17
AON	d_price/pine_tree\AON_d5_q0.243_id2122_pine.java	d_price/TRAVIEW_stra/AON_candles.png	d_price/TRAVIEW_stra/AON_stra.png	502.85 USD	0.05%	245	58.37%	3.957	76.79 USD	0.01%	2.05 USD	1.34%	14
AORT	d_price/pine_tree\AORT_d5_q0.182_id1691_pine.java	d_price/TRAVIEW_stra/AORT_candles.png	d_price/TRAVIEW_stra/AORT_stra.png	69.85 USD	0.01%	402	59.2%	1.504	77.41 USD	0.01%	0.17 USD	0.94%	7
AOS	d_price/pine_tree\AOS_d5_q0.231_id1203_pine.java	d_price/TRAVIEW_stra/AOS_candles.png	d_price/TRAVIEW_stra/AOS_stra.png	110.86 USD	0.01%	267	57.68%	4.401	24.58 USD	0%	0.42 USD	1.05%	15
AOSL	d_price/pine_tree\AOSL_d5_q0.154_id1648_pine.java	d_price/TRAVIEW_stra/AOSL_candles.png	d_price/TRAVIEW_stra/AOSL_stra.png	56.89 USD	0.01%	82	57.32%	4.677	8.01 USD	0%	0.69 USD	4.35%	11
AP	d_price/pine_tree\AP_d5_q0.191_id436_pine.java	d_price/TRAVIEW_stra/AP_candles.png	d_price/TRAVIEW_stra/AP_stra.png	7.40 THB	0%	233	40.34%	1.356	5.80 THB	0%	0.03 THB	0.9%	5
APA	d_price/pine_tree\APA_d5_q0.16_id1255_pine.java	d_price/TRAVIEW_stra/APA_candles.png	d_price/TRAVIEW_stra/APA_stra.png	55.14 USD	0.01%	185	63.78%	1.386	93.88 USD	0.01%	0.30 USD	2.28%	24
APAM	d_price/pine_tree\APAM_d5_q0.183_id326_pine.java	d_price/TRAVIEW_stra/APAM_candles.png	d_price/TRAVIEW_stra/APAM_stra.png	−27.61 USD	0%	151	50.99%	0.808	45.91 USD	0%	−0.18 USD	0.22%	14
APD	d_price/pine_tree\APD_d5_q0.242_id1205_pine.java	d_price/TRAVIEW_stra/APD_candles.png	d_price/TRAVIEW_stra/APD_stra.png	378.42 USD	0.04%	370	47.57%	3.477	36.57 USD	0%	1.02 USD	0.72%	8
APEI	d_price/pine_tree\APEI_d5_q0.185_id2240_pine.java	d_price/TRAVIEW_stra/APEI_candles.png	d_price/TRAVIEW_stra/APEI_stra.png	25.68 USD	0%	145	62.76%	1.234	63.00 USD	0.01%	0.18 USD	3.25%	12
APH	d_price/pine_tree\APH_d5_q0.246_id1623_pine.java	d_price/TRAVIEW_stra/APH_candles.png	d_price/TRAVIEW_stra/APH_stra.png	41.33 USD	0%	65	52.31%	4.74	7.65 USD	0%	0.64 USD	0.73%	19
APLS	d_price/pine_tree\APLS_d5_q0.252_id2232_pine.java	d_price/TRAVIEW_stra/APLS_candles.png	d_price/TRAVIEW_stra/APLS_stra.png	595.70 USD	0.06%	130	75.38%	7.503	64.16 USD	0.01%	4.58 USD	13.4%	20
APO	d_price/pine_tree\APO_d5_q0.182_id1793_pine.java	d_price/TRAVIEW_stra/APO_candles.png	d_price/TRAVIEW_stra/APO_stra.png	12.83 USD	0%	32	43.75%	2.338	4.65 USD	0%	0.40 USD	0.6%	4
APOG	d_price/pine_tree\APOG_d5_q0.213_id1662_pine.java	d_price/TRAVIEW_stra/APOG_candles.png	d_price/TRAVIEW_stra/APOG_stra.png	52.79 USD	0.01%	103	57.28%	2.585	30.72 USD	0%	0.51 USD	2.64%	16
APPN	d_price/pine_tree\APPN_d5_q0.173_id692_pine.java	d_price/TRAVIEW_stra/APPN_candles.png	d_price/TRAVIEW_stra/APPN_stra.png	186.16 USD	0.02%	56	82.14%	12.428	21.71 USD	0%	3.32 USD	5.38%	3
AQN	d_price/pine_tree\AQN_d5_q0.236_id1707_pine.java	d_price/TRAVIEW_stra/AQN_candles.png	d_price/TRAVIEW_stra/AQN_stra.png	16.18 USD	0%	70	74.29%	7.083	1.52 USD	0%	0.23 USD	2.32%	5
AQST	d_price/pine_tree\AQST_d5_q0.201_id790_pine.java	d_price/TRAVIEW_stra/AQST_candles.png	d_price/TRAVIEW_stra/AQST_stra.png	22.67 USD	0%	140	72.14%	3.765	3.82 USD	0%	0.16 USD	5.93%	6
AR	d_price/pine_tree\AR_d5_q0.217_id1799_pine.java	d_price/TRAVIEW_stra/AR_candles.png	d_price/TRAVIEW_stra/AR_stra.png	−2.63 USD	0%	60	61.67%	0.939	40.24 USD	0%	−0.04 USD	0.99%	8
ARAY	d_price/pine_tree\ARAY_d5_q0.202_id236_pine.java	d_price/TRAVIEW_stra/ARAY_candles.png	d_price/TRAVIEW_stra/ARAY_stra.png	9.77 USD	0%	94	60.64%	2.329	4.83 USD	0%	0.10 USD	2.35%	4
ARCB	d_price/pine_tree\ARCB_d5_q0.18_id2108_pine.java	d_price/TRAVIEW_stra/ARCB_candles.png	d_price/TRAVIEW_stra/ARCB_stra.png	119.96 USD	0.01%	255	51.37%	2.135	28.40 USD	0%	0.47 USD	0.94%	5
ARCC	d_price/pine_tree\ARCC_d5_q0.291_id1237_pine.java	d_price/TRAVIEW_stra/ARCC_candles.png	d_price/TRAVIEW_stra/ARCC_stra.png	9.40 USD	0%	14	85.71%	15.03	1.48 USD	0%	0.67 USD	4.31%	15
ARCH	d_price/pine_tree\ARCH_d5_q0.173_id389_pine.java	d_price/TRAVIEW_stra/ARCH_candles.png	d_price/TRAVIEW_stra/ARCH_stra.png	356.21 USD	0.04%	52	50%	3.624	70.70 USD	0.01%	6.85 USD	7.9%	21
ARCO	d_price/pine_tree\ARCO_d5_q0.162_id323_pine.java	d_price/TRAVIEW_stra/ARCO_candles.png	d_price/TRAVIEW_stra/ARCO_stra.png	15.01 USD	0%	124	52.42%	1.408	19.63 USD	0%	0.12 USD	3.16%	20
ARCT	d_price/pine_tree\ARCT_d5_q0.133_id1135_pine.java	d_price/TRAVIEW_stra/ARCT_candles.png	d_price/TRAVIEW_stra/ARCT_stra.png	143.28 USD	0.01%	105	64.76%	1.273	473.13 USD	0.05%	1.36 USD	10.1%	9
ARDX	d_price/pine_tree\ARDX_d5_q0.157_id698_pine.java	d_price/TRAVIEW_stra/ARDX_candles.png	d_price/TRAVIEW_stra/ARDX_stra.png	0.42 USD	0%	164	73.78%	1.007	45.43 USD	0%	0.00 USD	6.42%	5
ARE	d_price/pine_tree\ARE_d5_q0.18_id1673_pine.java	d_price/TRAVIEW_stra/ARE_candles.png	d_price/TRAVIEW_stra/ARE_stra.png	118.87 USD	0.01%	157	59.87%	1.265	217.99 USD	0.02%	0.76 USD	1.16%	25
ARI	d_price/pine_tree\ARI_d5_q0.255_id1237_pine.java	d_price/TRAVIEW_stra/ARI_candles.png	d_price/TRAVIEW_stra/ARI_stra.png	35.35 USD	0%	46	71.74%	12.222	6.22 USD	0%	0.77 USD	7.86%	27
